Cruise,CTD_Index,Station,Station_ID,Sampling_date_UTC,Sampling_time_UTC,Sample_code,Latitude,Longitude,Depth_m,ML,Temp,Sal,Tchla,Diatoms,Phaeocystis,Coccolithophores,Dinoflagellates,Cryptophytes,Pelagophytes,Prasinophytes,Chlorophytes,Synechococcus,Prochlorococcus,Chl_c3,Chl_c1c2,Chlide_a,Peri,Phorb_a,But,Fuco,Neo,Pras,Violax,Hex,Diadino,Antherax,Allox,Diato,Zea,Lutein,Bactchl_a,Chl_b,TChl_b,DVChl_a,Chl_a,TChl_a,Phytin_a,Carotenes,Bchla_Chla,Sum_Phaeo,Phorb_Phaeo,Phytin_Phaeo,DDT,FH,DDT_FH,DDT_Chla,Phaeo_Chla,Chlidea_Chla,Nitrate,Nitrate_T,Phosphate,Silica,N_P,Si_N,Si_P,N_star,Si_star,Tchla_F,POC,PON,dFe_SUN,dFe,pFe,dMn,pMn,Lco,dCo,pCo,dZn,pZn,dCd,pCd,dNi,pNi,Lcu,dCu,pCu,P,pAl,%pFe_lith,%pMn_lith,%pCo_lith,%pZn_lith,%pCd_lith,%pNi_lith,%pCu_lith,pFe_lith,pMn_lith,pCo_lith,pZn_lith,pCd_lith,pNi_lith,pCu_lith,pFe_T,pMn_T,pCo_T,pZn_T,pCd_T,pNi_T,pCu_T,Station_lbl,Zone
Winter2017,15,IO03,3,07/07/2017,09:54:00,3_Pig-5,-53.5,30.0,100,BELOW,0.85549,33.9486,0.0697,0.020622675,0.01480573,0.00291293,0.001373343,0.004876275,0.004124768,0.020984283,0.0,0.0,0.0,0.0076,0.0072,0.0,0.0006,0.0022,0.0059,0.0064,0.0006,0.0024,0.0002,0.0096,0.0014,0,0.0008,0.0,0.0,0.0,0.0,0.0116,0.0116,0.0,0.0697,0.0697,0.001,0.0009,0.0,0.0032,0.6875,0.3125,0.0014,0.016,0.0875,0.020086083,0.045911047,0.0,29.20530421,29.32987168,1.935153584,43.02305914,15.15635344,1.466868305,22.23237448,-1.757153132,13.81775494,0.2,4.759108691,0.747718295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. 53.5°S,AAZ
Winter2017,16,IO03,3,07/07/2017,09:54:00,3_Pig-6,-53.5,30.0,150,BELOW,1.04232,34.1636,0.0093,0.004503501,0.002706958,0.000762682,0.0,0.0,0.000968685,0.000358174,0.0,0.0,0.0,0.0014,0.0011,0.0,0.0,0.0,0.0012,0.0017,0.0,0.0,0.0,0.002,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0093,0.0093,0.0,0.0002,0.0,0.0,,,0.0,0.0037,0.0,0.0,0.0,0.0,33.79495972,33.79495972,2.105802048,52.31450614,16.04849789,1.547997292,24.84303128,0.102126955,18.51954642,0.03,3.693824759,0.4558379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. 53.5°S,AAZ
Winter2017,7,IO02,2,07/07/2017,22:22:00,2_Pig-1,-56.0,30.0,10,IN,0.50352,33.9688,0.0885,0.049201145,0.024081723,0.000700173,0.004037448,0.003321505,0.003312253,0.001538006,0.002307746,0.0,0.0,0.0113,0.0118,0.0,0.0015,0.0046,0.0082,0.0135,0.0,0.0,0.0,0.0105,0.0018,0,0.0012,0.0,0.0,0.0005,0.0,0.0038,0.0038,0.0,0.0885,0.0885,0.001,0.0009,0.0,0.0056,0.821428571,0.178571429,0.0018,0.024,0.075,0.020338983,0.063276836,0.0,28.29304348,28.78,1.98,42.85,14.53535354,1.488881167,21.64141414,-3.386956522,14.55695652,0.19,2.899589401,0.3855704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. 56.0°S,AAZ
Winter2017,8,IO02,2,07/07/2017,22:22:00,2_Pig-2,-56.0,30.0,25,IN,0.5011,33.9703,0.0938,0.049247357,0.027498305,0.001840058,0.004317754,0.003616313,0.005685808,0.001594406,0.0,0.0,0.0,0.0132,0.0135,0.0,0.0016,0.0044,0.0104,0.0166,0.0,0.0,0.0,0.0132,0.0022,0,0.0013,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0938,0.0938,0.0015,0.001,0.0,0.0059,0.745762712,0.254237288,0.0022,0.0298,0.073825503,0.023454158,0.062899787,0.0,28.36000458,28.74261328,1.93485342,42.91176114,14.85518902,1.492966583,22.17830079,-2.597650139,14.55175656,0.24,2.87437558,0.36394963,0.03,0.048780488,0.3358737917992,0.37,0.015001376049919999,38.66,31.83,0.6961731916498399,4.192,0.11434634585352,768.1184132,16.633626452826903,7.345286419,29.868842089604318,1.968747401,2.0,47.99487214114736,16.70329295,0.697173096,32.53203964793383,30.58317670129771,0.02102574027508558,0.9840363730205288,4.191347381500012e-06,0.0013537683193879167,0.0004938812655910705,0.1619533102008,0.006609200950080001,0.00014640635016,0.00113639214648,6.97173096e-07,0.00040436039568,0.00023703885264000002,0.497827102,0.021610577,0.696319598,0.115482738,16.63362715,29.86924645,47.99510918,St. 56.0°S,AAZ
Winter2017,9,IO02,2,07/07/2017,22:22:00,2_Pig-4,-56.0,30.0,75,IN,0.5053,33.9706,0.1012,0.053318515,0.029583249,0.002065031,0.00431818,0.003616856,0.006703787,0.001594381,0.0,0.0,0.0,0.0144,0.0145,0.0,0.0016,0.005,0.0115,0.0192,0.0,0.0,0.0,0.0143,0.0024,0,0.0013,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.1012,0.1012,0.002,0.0011,0.0,0.007,0.714285714,0.285714286,0.0024,0.0335,0.071641791,0.023715415,0.06916996,0.0,28.11212636,28.51212636,2.008143322,43.24438414,14.1982527,1.516701476,21.53451084,-4.0181668,15.13225778,0.21,3.000444684,0.396380785,0.01,0.04195122,0.0458105627132,0.35,0.00933473331632,37.67,30.46,0.6951154310576401,3.384,0.09482796925692001,742.4499014,14.594796585824085,7.129486381,30.628207757968717,1.928664403,1.94,39.29561155018856,12.18627125,0.724175916,78.59685833155623,42.377908408812615,0.021873155384100014,1.2294830849758356,4.96187717183172e-06,0.0013713380641697166,0.0006265795567592212,0.1682260652868,0.00686518768368,0.00015207694236,0.0011804067430799998,7.24175916e-07,0.00042002203128,0.00024621981144,0.214036628,0.016199921,0.695267508,0.096008376,14.59479731,30.62862778,39.29585777,St. 56.0°S,AAZ
Winter2017,10,IO02,2,07/07/2017,22:22:00,2_Pig-5,-56.0,30.0,100,IN,0.5051,33.9704,0.0641,0.038754339,0.017178299,0.000594356,0.001613709,0.001937794,0.002832321,0.001189177,0.0,0.0,0.0,0.0082,0.0081,0.0,0.0006,0.0038,0.0061,0.0117,0.0,0.0,0.0,0.0076,0.0013,0,0.0007,0.0,0.0,0.0,0.0,0.0026,0.0026,0.0,0.0641,0.0641,0.0012,0.0007,0.0,0.005,0.76,0.24,0.0013,0.0193,0.067357513,0.020280811,0.07800312,0.0,28.5536524,28.9362611,1.985667752,45.57007,14.57255931,1.574843061,22.94949391,-3.217031635,17.0164176,0.24,5.017550354,0.80717541,0.02,0.03804878,0.1911638527673,0.34,0.00921015347548,37.13,30.94,0.5317439724947101,,0.09784802193513,759.3446746,10.044927570840452,7.229659921,11.95603000746158,1.934289705,2.0,34.55527385575334,8.310901043,0.299159549,26.661218531406618,23.54299132123645,0.011813219718613752,0.4958832884638829,2.9782150043452726e-06,0.001451234400031357,0.00029435144310312585,0.06949476323270001,0.0028360325245200004,6.282350529e-05,0.00048763006487,2.99159549e-07,0.00017351253842,0.00010171424666000001,0.260658616,0.012046186,0.531806796,0.098335652,10.04492787,11.95620352,34.55537557,St. 56.0°S,AAZ
Winter2017,1,IO01,1,06/07/2017,05:57:00,1_Pig-1,-58.51,30.0,10,IN,-0.06083,33.9998,0.072,0.033229415,0.019301428,0.002530374,0.002957884,0.00331999,0.006047948,0.001367995,0.003244962,0.0,0.0,0.0096,0.0101,0.0,0.0011,0.004,0.0084,0.013,0.0,0.0,0.0,0.0107,0.0016,0,0.0012,0.0,0.0,0.0007,0.0,0.0036,0.0036,0.0,0.072,0.072,0.0008,0.0008,0.0,0.0048,0.833333333,0.166666667,0.0016,0.0237,0.067510549,0.022222222,0.066666667,0.0,27.97869565,28.37,1.73,45.83,16.39884393,1.615438844,26.49132948,0.298695652,17.85130435,0.19,3.00674814,0.390975595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. 58.5°S,AAZ
Winter2017,2,IO01,1,06/07/2017,05:57:00,1_Pig-2,-58.51,30.0,25,IN,-0.0621,34.0002,0.074,0.038678322,0.017750097,0.002202854,0.002706144,0.003345619,0.005298357,0.001260867,0.002757743,0.0,0.0,0.0089,0.0101,0.0,0.001,0.0041,0.0076,0.0141,0.0,0.0,0.0,0.0097,0.0015,0,0.0012,0.0,0.0,0.0006,0.0,0.0033,0.0033,0.0,0.074,0.074,0.001,0.0008,0.0,0.0051,0.803921569,0.196078431,0.0015,0.0238,0.06302521,0.02027027,0.068918919,0.0,28.21535712,28.5457919,1.781569966,46.78727,16.02282955,1.63902512,26.26182013,-0.289762337,18.57191288,0.18,3.208458707,0.38016521,0.04,0.048780488,0.0935168524784,0.3,0.0034975941878399985,33.82,35.92,0.45526762447568,3.078182497,0.07614362183504,689.0147814,8.540646388559407,6.718254405,7.2590556594566396,1.840805323,1.87,34.11739177019872,9.35907753,0.743440592,64.87209105021716,66.83302160683924,0.03428071666188281,1.5665457033333017,8.704733733987034e-06,0.005939752381575186,0.0007408770584488891,0.17270124952160001,0.007047816812160001,0.00015612252432,0.00121180816496,7.43440592e-07,0.00043119554336,0.00025276980128,0.266218102,0.010545411,0.455423747,0.07735543,8.540647132,7.259486855,34.11764454,St. 58.5°S,AAZ
Winter2017,3,IO01,1,06/07/2017,05:57:00,1_Pig-3,-58.51,30.0,50,IN,-0.061,34.0001,0.0735,0.036611747,0.01658478,0.002867114,0.003231155,0.003325557,0.006456934,0.001177865,0.003244846,0.0,0.0,0.0085,0.0099,0.0,0.0012,0.0037,0.0079,0.0132,0.0,0.0,0.0,0.01,0.0016,0,0.0012,0.0,0.0,0.0007,0.0,0.0032,0.0032,0.0,0.0735,0.0735,0.0008,0.0008,0.0,0.0045,0.822222222,0.177777778,0.0016,0.0232,0.068965517,0.021768707,0.06122449,0.0,28.12342929,28.46255972,1.764505119,45.61640114,16.13061895,1.602680911,25.85223508,-0.108652626,17.49297186,0.19,3.107603423,0.396380785,0.02,0.019512195,,0.3,,32.36,30.49,,3.115109897,,669.4761693,,6.525008392,,1.796561648,1.85,,,,,,,,,,,,,,,,,,,,,,,,,St. 58.5°S,AAZ
Winter2017,4,IO01,1,06/07/2017,05:57:00,1_Pig-4,-58.51,30.0,75,IN,-0.058,34.0005,0.0793,0.040083529,0.020158727,0.003607699,0.00269971,0.003614052,0.007632774,0.001503515,0.0,0.0,0.0,0.0103,0.0113,0.0,0.001,0.0054,0.0095,0.0159,0.0,0.0,0.0,0.0123,0.0017,0,0.0013,0.0,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0793,0.0793,0.0015,0.0008,0.0,0.0069,0.782608696,0.217391304,0.0017,0.0282,0.060283688,0.021437579,0.087011349,0.0,28.28163257,28.64684996,1.798634812,44.73066614,15.92699628,1.561451476,24.86923184,-0.496524428,16.44903357,0.22,2.849161759,0.396380785,0.04,0.04195122,0.02143222921779997,0.32,0.0076434844392799985,35.12,34.31,0.88306889026606,3.718907234,0.11047233268418,726.9333888,13.981559632748885,6.910746273,,1.975206011,2.1,47.63375949462124,17.43236544,1.067251114,92.04311929145999,56.964846120761614,0.025373543166473573,1.5502977043122823,7.633275976121893e-06,,0.00076177614025846,0.24792243378220002,0.010117540560720001,0.00022412273394000002,0.0017396193158200001,1.067251114e-06,0.00061900564612,0.00036286537876000006,0.269354663,0.017761025,0.883293013,0.112211952,13.9815607,,47.63412236,St. 58.5°S,AAZ
Winter2017,5,IO01,1,06/07/2017,05:57:00,1_Pig-5,-58.51,30.0,100,IN,-0.0585,34.0005,0.097,0.046821128,0.024467892,0.003578814,0.003778488,0.004447617,0.00866985,0.001545186,0.003691023,0.0,0.0,0.0124,0.0136,0.0,0.0014,0.0048,0.0112,0.019,0.0,0.0,0.0,0.014,0.0021,0,0.0016,0.0,0.0,0.0008,0.0,0.0041,0.0041,0.0,0.097,0.097,0.002,0.0011,0.0,0.0068,0.705882353,0.294117647,0.0021,0.033,0.063636364,0.021649485,0.070103093,0.0,27.71565217,28.04,2.00326,53.34871614,13.99718459,1.9025933,26.63094962,-4.336507826,25.63306397,0.2,4.822143243,0.75852868,0.04,0.017560976,0.1810056690513,0.32,0.009127256353880002,33.44,34.49,0.59887870750151,,0.14988760503553,724.689515,9.547573393659532,6.621792379,27.90258902252798,1.971718573,1.85,46.96433509424054,10.35598116,0.748340469,48.99023871389425,43.73366920469371,0.02623407198900258,0.8072370806922758,7.838016839356427e-06,0.001555521317839602,0.0005417608500495289,0.1738394909487,0.00709426764612,0.00015715149849,0.00121979496447,7.483404689999999e-07,0.00043403747202,0.00025443575946,0.35484516,0.016221524,0.599035859,0.1511074,9.547574142,27.90302306,46.96458953,St. 58.5°S,AAZ
Winter2017,6,IO01,1,06/07/2017,05:57:00,1_Pig-6,-58.51,30.0,150,IN,-0.0311,34.0119,0.0913,0.044774131,0.022677267,0.004376299,0.002955955,0.004150979,0.010711951,0.001653427,0.0,0.0,0.0,0.012,0.0129,0.0,0.0011,0.0036,0.0118,0.0211,0.0,0.0,0.0,0.0142,0.0021,0,0.0015,0.0,0.0,0.0,0.0,0.0036,0.0036,0.0,0.0913,0.0913,0.0015,0.0009,0.0,0.0051,0.705882353,0.294117647,0.0021,0.0353,0.059490085,0.023001095,0.055859803,0.0,27.81574679,28.16357288,1.9104,49.63,14.74223874,1.762205392,25.9788526,-2.750653207,21.81425321,0.22,2.00449876,0.228819815,0.02,0.057560976,0.43451930395180005,0.33,0.00866183433768,35.15,34.91,0.95966911718786,3.57908202,0.12689997202958,755.7560697,13.610659937729467,7.004213336,,1.954377314,1.99,,18.75952088,1.152270534,38.11956569261824,55.77393124282276,0.025208252478015426,1.4584777269825064,8.465940973628341e-06,,,0.2676724450482,0.01092352466232,0.00024197681214,0.0018782009704199998,1.1522705339999998e-06,0.0006683169097199999,0.00039177198156,0.702191749,0.019585359,0.959911094,0.128778173,13.61066109,,,St. 58.5°S,AAZ
